,airline,departure,departureLat,departureLong,destination,destinationLat,destinationLong,layover,layoverLat,layoverLong,price,stops,travelTime
700,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,390,1,9.02
701,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,390,1,9.48
702,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,390,1,9.95
703,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,390,1,10.27
704,JetBlue Airways,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,JFK,40.645123,-73.78461,443,1,14.55
705,American Airlines,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,DFW,32.899193,-97.04005,465,1,8.53
706,United,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,IAD,38.95216,-77.44883,475,1,7.82
707,United,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,IAD,38.95216,-77.44883,475,1,8.4
708,Alaska Airlines,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ZZZ,40,-100,499,0,5.92
709,United,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,IAD,38.95216,-77.44883,507,1,8.23
710,United,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ORD,41.97707,-87.901184,507,1,8.48
711,United,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,IAH,29.9872,-95.34774,507,1,8.82
712,United,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,IAH,29.9872,-95.34774,507,1,8.9
713,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,529,1,7.52
714,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,ATL,33.640545,-84.43341,529,1,9.2
715,Delta,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,DTW,42.20911,-83.356346,529,1,10.02
716,American Airlines,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,CLT,35.220448,-80.94377,535,1,7.85
717,American Airlines,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,CLT,35.220448,-80.94377,535,1,8.17
718,American Airlines,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,CLT,35.220448,-80.94377,535,1,9.78
719,JetBlue Airways,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,JFK,40.645123,-73.78461,563,1,12.78
720,JetBlue Airways,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,BOS,42.36514,-71.01889,604,1,11.6
721,JetBlue Airways,CHS,32.885193,-80.03694,SEA,47.44359,-122.302505,BOS,42.36514,-71.01889,610,1,12.9
722,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,PHL,39.87616,-75.242836,163,1,5.63
723,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,CLT,35.220448,-80.94377,206,1,5.15
724,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,DCA,38.853664,-77.0426,207,1,3.62
725,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,IAD,38.95216,-77.44883,207,1,4.35
726,JetBlue Airways,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ZZZ,40,-100,232,0,2.23
727,JetBlue Airways,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ZZZ,40,-100,232,0,2.3
728,JetBlue Airways,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,JFK,40.645123,-73.78461,236,1,10.93
729,JetBlue Airways,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,DCA,38.853664,-77.0426,241,1,3.48
730,JetBlue Airways,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,DCA,38.853664,-77.0426,241,1,6.52
731,JetBlue Airways,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,JFK,40.645123,-73.78461,243,1,4.27
732,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,CLT,35.220448,-80.94377,256,1,4.37
733,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,CLT,35.220448,-80.94377,256,1,6.2
734,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,CLT,35.220448,-80.94377,256,1,6.85
735,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,257,1,4.48
736,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,PHL,39.87616,-75.242836,257,1,5.0
737,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,257,1,5.85
738,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,257,1,5.9
739,JetBlue Airways,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,DCA,38.853664,-77.0426,259,1,7.77
740,JetBlue Airways,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,DCA,38.853664,-77.0426,268,1,7.07
741,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,DCA,38.853664,-77.0426,299,1,4.8
742,JetBlue Airways,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ZZZ,40,-100,299,0,2.37
743,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,IAD,38.95216,-77.44883,307,1,3.83
744,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,IAD,38.95216,-77.44883,307,1,4.02
745,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,CLT,35.220448,-80.94377,326,1,4.08
746,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,CLT,35.220448,-80.94377,326,1,4.3
747,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,CLT,35.220448,-80.94377,326,1,4.4
748,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,CLT,35.220448,-80.94377,326,1,4.6
749,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,PHL,39.87616,-75.242836,327,1,4.45
750,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,PHL,39.87616,-75.242836,327,1,4.7
751,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ZZZ,40,-100,337,0,2.48
752,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,IAD,38.95216,-77.44883,345,1,3.77
753,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,EWR,40.69297,-74.17799,345,1,4.17
754,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,EWR,40.69297,-74.17799,345,1,4.48
755,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,345,1,4.75
756,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,LGA,40.77289,-73.868805,345,1,4.82
757,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,LGA,40.77289,-73.868805,345,1,4.82
758,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,JFK,40.645123,-73.78461,345,1,5.3
759,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,JFK,40.645123,-73.78461,345,1,5.52
760,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,EWR,40.69297,-74.17799,345,1,6.13
761,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ORD,41.97707,-87.901184,345,1,6.18
762,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,EWR,40.69297,-74.17799,345,1,6.73
763,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,LGA,40.77289,-73.868805,345,1,6.9
764,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,EWR,40.69297,-74.17799,365,1,7.98
765,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,EWR,40.69297,-74.17799,365,1,8.73
766,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,EWR,40.69297,-74.17799,365,1,10.15
767,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,EWR,40.69297,-74.17799,365,1,11.07
768,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,DCA,38.853664,-77.0426,373,1,3.95
769,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,IAD,38.95216,-77.44883,377,1,8.25
770,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,395,1,6.48
771,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,395,1,7.57
772,United,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,EWR,40.69297,-74.17799,444,1,8.9
773,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,CLT,35.220448,-80.94377,452,1,4.58
774,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,CLT,35.220448,-80.94377,452,1,5.4
775,American Airlines,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,CLT,35.220448,-80.94377,452,1,6.28
776,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,453,1,4.88
777,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,453,1,5.05
778,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,453,1,5.97
779,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,455,1,9.62
780,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,485,1,8.02
781,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,585,1,8.53
782,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,585,1,8.57
783,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,600,1,5.08
784,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,600,1,6.33
785,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,600,1,6.93
786,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,ATL,33.640545,-84.43341,600,1,7.32
787,Delta,CHS,32.885193,-80.03694,BOS,42.36514,-71.01889,JFK,40.645123,-73.78461,640,1,9.87
